Sequence_ID	Order	Percent_of_votes	Family	Percent_of_votes
NODE_370_length_2617_cov_2.131538	Caudovirales	100	Siphoviridae	100
NODE_370_length_2855_cov_1.686429	Caudovirales	100	Unassigned	NA
NODE_370_length_4988_cov_2.296169	Caudovirales	100	Podoviridae	50
NODE_371_length_2849_cov_2.029707	Caudovirales	100	Siphoviridae	100
NODE_371_length_5784_cov_4.795427	Caudovirales	100	Unassigned	NA
NODE_372_length_2596_cov_1.716253	Caudovirales	100	Unassigned	NA
NODE_372_length_3740_cov_1.989145	Caudovirales	100	Siphoviridae	100
NODE_373_length_2831_cov_1.920029	Caudovirales	100	Siphoviridae	100
NODE_373_length_4272_cov_3.092246	Caudovirales	100	Siphoviridae	100
NODE_374_length_3705_cov_2.220274	Caudovirales	100	Siphoviridae	100
NODE_374_length_5746_cov_2.150589	Caudovirales	100	Unassigned	NA
NODE_375_length_2869_cov_2.115494	Caudovirales	100	Siphoviridae	100
NODE_375_length_4253_cov_2.220343	Caudovirales	100	Unassigned	NA
NODE_375_length_5447_cov_2.491098	Caudovirales	100	Siphoviridae	75
NODE_375_length_5735_cov_2.635563	Caudovirales	100	Siphoviridae	100
NODE_376_length_2815_cov_1.945290	Caudovirales	100	Siphoviridae	100
NODE_376_length_2820_cov_2.993490	Caudovirales	100	Siphoviridae	100
NODE_376_length_3678_cov_2.547060	Caudovirales	100	Podoviridae	50
NODE_376_length_4251_cov_2.218541	Caudovirales	100	Unassigned	40
NODE_377_length_2548_cov_3.438829	Caudovirales	100	Siphoviridae	66.66666667
NODE_377_length_2815_cov_1.554348	Caudovirales	100	Siphoviridae	66.66666667
NODE_377_length_3653_cov_15.676487	Caudovirales	100	Siphoviridae	100
NODE_378_length_2811_cov_1.977504	Caudovirales	100	Siphoviridae	100
NODE_378_length_3653_cov_2.386604	Caudovirales	100	Myoviridae	100
NODE_378_length_5435_cov_2.212639	Caudovirales	100	Unassigned	NA
NODE_378_length_5715_cov_2.428269	Caudovirales	100	Unassigned	NA
NODE_379_length_2807_cov_2.384084	Caudovirales	100	Siphoviridae	100
NODE_379_length_3163_cov_1.573359	Caudovirales	100	Unassigned	NA
NODE_379_length_4191_cov_1.743230	Caudovirales	100	Myoviridae	100
NODE_379_length_4874_cov_4.397593	Caudovirales	100	Siphoviridae	100
NODE_379_length_5432_cov_2.324158	Caudovirales	100	Unassigned	NA
NODE_379_length_5703_cov_381.139695	Caudovirales	100	Siphoviridae	100
NODE_38_length_12527_cov_2.519163	Caudovirales	100	Unassigned	NA
NODE_38_length_13971_cov_7.375898	Caudovirales	100	Unassigned	NA
NODE_38_length_15392_cov_4.901741	Caudovirales	100	Myoviridae	44.44444444
NODE_38_length_15446_cov_3.804496	Caudovirales	100	Siphoviridae	77.77777778
NODE_38_length_23677_cov_3.505757	Caudovirales	100	Siphoviridae	100
NODE_38_length_25190_cov_4.060911	Caudovirales	100	Siphoviridae	57.14285714
NODE_38_length_33932_cov_834.771674	Caudovirales	100	Unassigned	NA
NODE_38_length_34710_cov_5.008022	Caudovirales	100	Siphoviridae	71.42857143
NODE_38_length_36114_cov_4.509720	Caudovirales	100	Siphoviridae	93.33333333
NODE_38_length_37629_cov_17.014451	Caudovirales	100	Siphoviridae	76
NODE_38_length_39875_cov_5.639704	Caudovirales	100	Siphoviridae	54.54545455
NODE_38_length_43069_cov_9.555959	Caudovirales	100	Siphoviridae	70
NODE_38_length_6553_cov_2.042013	Caudovirales	100	Siphoviridae	80
NODE_382_length_2800_cov_1.641530	Caudovirales	100	Siphoviridae	100
NODE_382_length_3617_cov_1.824537	Caudovirales	100	Siphoviridae	66.66666667
NODE_382_length_4845_cov_3.623173	Caudovirales	100	Siphoviridae	100
NODE_383_length_4840_cov_5.448067	Caudovirales	100	Siphoviridae	66.66666667
NODE_384_length_2515_cov_2.197154	Caudovirales	100	Siphoviridae	100
NODE_384_length_2764_cov_2.127353	Caudovirales	100	Unassigned	NA
NODE_384_length_5389_cov_6.270904	Caudovirales	100	Siphoviridae	75
NODE_385_length_2750_cov_1.992950	Caudovirales	100	Myoviridae	50
NODE_385_length_3103_cov_2.965551	Caudovirales	100	Siphoviridae	100
NODE_385_length_4821_cov_2.515107	Caudovirales	100	Siphoviridae	100
NODE_385_length_5375_cov_5.726504	Caudovirales	100	Unassigned	NA
NODE_385_length_5618_cov_3.148661	Caudovirales	100	Siphoviridae	66.66666667
NODE_386_length_2746_cov_1.531773	Caudovirales	100	Myoviridae	50
NODE_386_length_2766_cov_2.421247	Caudovirales	100	Unassigned	NA
NODE_386_length_5371_cov_396.350263	Caudovirales	100	Siphoviridae	100
NODE_386_length_5617_cov_3.249910	Caudovirales	100	Siphoviridae	100
NODE_387_length_4805_cov_3.346316	Caudovirales	100	Siphoviridae	100
NODE_388_length_2724_cov_304.094792	Caudovirales	100	Unassigned	NA
NODE_388_length_4778_cov_2.629473	Caudovirales	100	Unassigned	NA
NODE_388_length_5323_cov_2.345482	Caudovirales	100	Siphoviridae	66.66666667
NODE_39_length_11660_cov_5.841103	Caudovirales	100	Unassigned	NA
NODE_39_length_12865_cov_3.529118	Caudovirales	100	Myoviridae	50
NODE_39_length_13069_cov_3.042570	Caudovirales	50	Siphoviridae	66.66666667
NODE_39_length_13673_cov_7.531429	Caudovirales	100	Podoviridae	100
NODE_39_length_22074_cov_3.839684	Caudovirales	100	Myoviridae	46.15384615
NODE_39_length_22835_cov_3.363126	Caudovirales	100	Unassigned	NA
NODE_39_length_25023_cov_3.154598	Caudovirales	100	Siphoviridae	100
NODE_39_length_28630_cov_5.069326	Caudovirales	100	Siphoviridae	58.33333333
NODE_39_length_34383_cov_15.503059	Caudovirales	100	Siphoviridae	50
NODE_39_length_36060_cov_13.462408	Caudovirales	100	Siphoviridae	75
NODE_39_length_37768_cov_25.508657	Caudovirales	100	Siphoviridae	76.19047619
NODE_39_length_39577_cov_5.134786	Caudovirales	100	Unassigned	40
NODE_39_length_43620_cov_4.962217	Caudovirales	48	Siphoviridae	46.15384615
NODE_39_length_46496_cov_26.700803	Caudovirales	50	Siphoviridae	64.28571429
NODE_390_length_5309_cov_2.128474	Caudovirales	100	Siphoviridae	66.66666667
NODE_391_length_2664_cov_1.854350	Caudovirales	100	Myoviridae	100
NODE_391_length_3074_cov_1.474992	Caudovirales	100	Siphoviridae	100
NODE_391_length_3533_cov_6.101783	Caudovirales	100	Siphoviridae	100
NODE_391_length_4730_cov_3.530909	Caudovirales	100	Siphoviridae	100
NODE_392_length_2660_cov_1.594626	Caudovirales	100	Siphoviridae	100
NODE_392_length_5564_cov_1.803050	Caudovirales	100	Siphoviridae	100
NODE_393_length_2659_cov_2.156682	Caudovirales	100	Siphoviridae	100
NODE_393_length_5558_cov_3.760858	Caudovirales	100	Unassigned	NA
NODE_394_length_5277_cov_264.588280	no_order_Microviridae	100	Microviridae	100
NODE_395_length_2647_cov_1.297454	Caudovirales	100	Siphoviridae	100
NODE_396_length_2704_cov_2.100038	Caudovirales	100	Unassigned	NA
NODE_396_length_4651_cov_12.088773	Caudovirales	100	Siphoviridae	66.66666667
NODE_397_length_3051_cov_1.922563	Caudovirales	100	Podoviridae	50
NODE_397_length_3451_cov_2.591578	Caudovirales	100	Siphoviridae	66.66666667
NODE_397_length_4651_cov_6.426023	Caudovirales	100	Unassigned	NA
NODE_398_length_2583_cov_1.996440	Caudovirales	100	Siphoviridae	100
NODE_398_length_3451_cov_1.469376	Caudovirales	100	Unassigned	NA
NODE_399_length_2633_cov_2.114042	Caudovirales	100	Myoviridae	50
NODE_399_length_2691_cov_2.582322	Caudovirales	100	Unassigned	NA
NODE_399_length_3431_cov_2.427429	Caudovirales	100	Myoviridae	50
NODE_399_length_5522_cov_2.050668	Caudovirales	100	Siphoviridae	100
NODE_4_length_117427_cov_5.768318	Caudovirales	48.27586207	Myoviridae	35.29411765
NODE_4_length_127150_cov_117.090247	Caudovirales	49.35064935	Siphoviridae	46.15384615
NODE_4_length_133646_cov_16.294571	Caudovirales	48.64864865	Myoviridae	31.81818182
NODE_4_length_135187_cov_5.588891	Caudovirales	48.38709677	Myoviridae	35
NODE_4_length_142877_cov_8.785747	Caudovirales	45.23809524	Siphoviridae	36
NODE_4_length_149990_cov_22.694054	Caudovirales	49.43820225	Siphoviridae	48.88888889
NODE_4_length_238892_cov_6.753413	Caudovirales	46.15384615	Myoviridae	34.375
NODE_4_length_36816_cov_7.960991	Caudovirales	100	Siphoviridae	83.33333333
NODE_4_length_50595_cov_67.659972	Caudovirales	100	Myoviridae	48.57142857
NODE_4_length_54921_cov_8.067018	Caudovirales	50	Podoviridae	37.5
NODE_4_length_95966_cov_30.590652	Caudovirales	100	Podoviridae	36
NODE_40_length_12840_cov_3.580133	Caudovirales	100	Unassigned	NA
NODE_40_length_22329_cov_4.488327	Caudovirales	100	Myoviridae	40
NODE_40_length_24717_cov_3.016503	Caudovirales	100	Siphoviridae	71.42857143
NODE_40_length_33198_cov_25.854600	Caudovirales	100	Siphoviridae	80
NODE_40_length_33719_cov_7.341968	Caudovirales	50	Myoviridae	42.85714286
NODE_40_length_35870_cov_28.099623	Caudovirales	100	Unassigned	NA
NODE_40_length_37489_cov_12.035128	Caudovirales	100	Siphoviridae	76.92307692
NODE_40_length_42466_cov_23.574403	Caudovirales	100	Myoviridae	42.85714286
NODE_40_length_43084_cov_6.633898	Caudovirales	50	Unassigned	33.33333333
NODE_40_length_46294_cov_8.238197	Caudovirales	100	Siphoviridae	61.11111111
NODE_400_length_2684_cov_1.693039	Caudovirales	100	Unassigned	NA
NODE_400_length_3040_cov_2.265327	Caudovirales	100	Siphoviridae	66.66666667
NODE_400_length_3428_cov_2.430181	Caudovirales	100	Siphoviridae	100
NODE_400_length_5191_cov_2.546924	Caudovirales	50	Podoviridae	40
NODE_401_length_3421_cov_1.897802	Caudovirales	100	Unassigned	NA
NODE_401_length_3982_cov_1.996690	Caudovirales	100	Unassigned	NA
NODE_401_length_4644_cov_2.483983	Caudovirales	100	Siphoviridae	66.66666667
NODE_402_length_5457_cov_92.551648	Caudovirales	100	Siphoviridae	100
NODE_403_length_3010_cov_2.715398	Caudovirales	100	Unassigned	100
NODE_403_length_5157_cov_5.330459	Caudovirales	100	Unassigned	NA
NODE_404_length_4622_cov_2.466608	Caudovirales	100	Myoviridae	50
NODE_404_length_5150_cov_2.133268	Caudovirales	100	Siphoviridae	66.66666667
NODE_405_length_2635_cov_2.238372	Caudovirales	100	Siphoviridae	100
NODE_405_length_4619_cov_2.774759	Caudovirales	100	Siphoviridae	100
NODE_405_length_5142_cov_2.187930	Caudovirales	100	Siphoviridae	100
NODE_406_length_3340_cov_1.978691	Caudovirales	100	Siphoviridae	100
NODE_406_length_4613_cov_10.522378	Caudovirales	100	Siphoviridae	100
NODE_407_length_2516_cov_1.534742	Caudovirales	100	Unassigned	NA
NODE_408_length_2618_cov_1.855248	Caudovirales	100	Siphoviridae	100
NODE_408_length_4590_cov_2.390739	Caudovirales	100	Podoviridae	100
NODE_409_length_2510_cov_1.634216	Caudovirales	100	Siphoviridae	100
NODE_409_length_2586_cov_2.556697	Caudovirales	100	Siphoviridae	100
NODE_409_length_3317_cov_3.072655	Caudovirales	100	Siphoviridae	100
NODE_409_length_5065_cov_2.458084	Caudovirales	100	Myoviridae	50
NODE_409_length_5343_cov_2.471823	Caudovirales	100	Unassigned	NA
NODE_41_length_11265_cov_9.163247	Caudovirales	100	Myoviridae	100
NODE_41_length_12825_cov_3.150979	Caudovirales	100	Siphoviridae	100
NODE_41_length_13216_cov_2.543576	Caudovirales	100	Siphoviridae	100
NODE_41_length_20426_cov_3.172893	Caudovirales	100	Siphoviridae	100
NODE_41_length_22305_cov_25.908899	Caudovirales	50	Siphoviridae	50
NODE_41_length_24643_cov_3.795713	Caudovirales	100	Siphoviridae	100
NODE_41_length_32507_cov_3.468908	Caudovirales	42.85714286	Podoviridae	33.33333333
NODE_41_length_33019_cov_71.818742	Caudovirales	100	Unassigned	42.10526316
NODE_41_length_33097_cov_4.421948	Caudovirales	100	Myoviridae	40
NODE_41_length_35599_cov_14.576947	Caudovirales	100	Siphoviridae	81.81818182
NODE_41_length_37113_cov_5.778240	Caudovirales	100	Siphoviridae	83.33333333
NODE_41_length_46049_cov_22.527873	Caudovirales	100	Siphoviridae	89.58333333
NODE_410_length_3315_cov_6.488037	Caudovirales	100	Siphoviridae	100
NODE_410_length_5332_cov_4.184385	Caudovirales	100	Siphoviridae	100
NODE_411_length_2564_cov_1.785173	Caudovirales	100	Unassigned	NA
NODE_411_length_2610_cov_1.440705	Caudovirales	100	Siphoviridae	100
NODE_411_length_2934_cov_13.497395	Caudovirales	100	Unassigned	NA
NODE_411_length_3313_cov_2.349601	Caudovirales	100	Myoviridae	100
NODE_411_length_4539_cov_6.224576	Caudovirales	100	Siphoviridae	66.66666667
NODE_411_length_5312_cov_2.716378	Caudovirales	100	Siphoviridae	75
NODE_412_length_2552_cov_2.336003	Caudovirales	100	Unassigned	NA
NODE_412_length_3313_cov_2.101596	Caudovirales	100	Unassigned	NA
NODE_413_length_3312_cov_2.585201	Caudovirales	100	Myoviridae	50
NODE_414_length_2543_cov_1.627412	Caudovirales	100	Siphoviridae	66.66666667
NODE_414_length_2890_cov_2.075838	Caudovirales	100	Unassigned	NA
NODE_414_length_4917_cov_2.084739	Caudovirales	100	Siphoviridae	100
NODE_416_length_2524_cov_1.966383	Caudovirales	100	Siphoviridae	100
NODE_416_length_2582_cov_1.858330	Caudovirales	100	Siphoviridae	100
NODE_416_length_2882_cov_1.907676	Caudovirales	100	Siphoviridae	100
NODE_417_length_3303_cov_2.671798	Caudovirales	100	Myoviridae	50
NODE_417_length_5183_cov_1.854134	Caudovirales	100	Podoviridae	100
NODE_418_length_2516_cov_2.717188	Caudovirales	100	Myoviridae	100
NODE_418_length_3827_cov_2.191145	Caudovirales	100	Myoviridae	100
NODE_419_length_4443_cov_4.322015	Caudovirales	100	Unassigned	100
NODE_42_length_10679_cov_2.805911	Caudovirales	100	Unassigned	NA
NODE_42_length_10969_cov_3.480026	Caudovirales	100	Unassigned	NA
NODE_42_length_12744_cov_3.323351	Caudovirales	100	Siphoviridae	75
NODE_42_length_22193_cov_5.490695	Caudovirales	50	Siphoviridae	40
NODE_42_length_24457_cov_5.553315	Caudovirales	100	Siphoviridae	70
NODE_42_length_27529_cov_6.863980	Caudovirales	44.44444444	Siphoviridae	50
NODE_42_length_30783_cov_6.353228	Caudovirales	47.61904762	Siphoviridae	45.45454545
NODE_42_length_32103_cov_4.370444	Caudovirales	50	Unassigned	33.33333333
NODE_42_length_33049_cov_5.794326	Caudovirales	50	Unassigned	42.85714286
NODE_42_length_35867_cov_6.690467	Caudovirales	50	Siphoviridae	87.5
NODE_42_length_41397_cov_33.888709	Caudovirales	100	Siphoviridae	62.5
NODE_42_length_41794_cov_4.371858	Caudovirales	100	Siphoviridae	57.14285714
NODE_42_length_46014_cov_7.064688	Caudovirales	100	Siphoviridae	100
NODE_42_length_46149_cov_4.715494	Caudovirales	44.44444444	Podoviridae	28.57142857
NODE_420_length_3256_cov_1.388629	Caudovirales	100	Siphoviridae	100
NODE_421_length_3253_cov_3.728893	Caudovirales	100	Siphoviridae	80
NODE_421_length_3812_cov_1.904179	Caudovirales	100	Myoviridae	100
NODE_422_length_2836_cov_2.183028	Caudovirales	100	Siphoviridae	100
NODE_422_length_4419_cov_3.987168	Caudovirales	100	Unassigned	NA
NODE_422_length_4776_cov_6.396526	Caudovirales	100	Siphoviridae	100
NODE_422_length_5102_cov_2.815336	Caudovirales	100	Siphoviridae	66.66666667
NODE_423_length_3807_cov_39.844616	Caudovirales	100	Unassigned	NA
NODE_423_length_4764_cov_2.824379	Caudovirales	50	Siphoviridae	50
NODE_424_length_4394_cov_2.117078	Caudovirales	100	Siphoviridae	100
NODE_425_length_3236_cov_2.097768	Caudovirales	100	Siphoviridae	100
NODE_426_length_5077_cov_1.689168	Caudovirales	100	Unassigned	NA
NODE_427_length_3798_cov_1.842640	Caudovirales	100	Unassigned	NA
NODE_427_length_4342_cov_2.720551	Caudovirales	100	Siphoviridae	100
NODE_427_length_4721_cov_2.230819	Caudovirales	100	Unassigned	NA
NODE_427_length_5067_cov_2.614126	Caudovirales	100	Unassigned	NA
NODE_428_length_4338_cov_3.738034	Caudovirales	100	Myoviridae	100
NODE_428_length_5061_cov_2.534758	Caudovirales	100	Siphoviridae	66.66666667
NODE_43_length_10514_cov_3.151640	Caudovirales	100	Myoviridae	50
NODE_43_length_10520_cov_2.435547	Caudovirales	100	Siphoviridae	100
NODE_43_length_11429_cov_47.823985	Caudovirales	50	Unassigned	37.5
NODE_43_length_30206_cov_3.324367	Caudovirales	100	Siphoviridae	57.14285714
NODE_43_length_30706_cov_8.847118	Caudovirales	50	Siphoviridae	54.54545455
NODE_43_length_35817_cov_5.543007	Caudovirales	100	Siphoviridae	100
NODE_430_length_4312_cov_2.542401	Caudovirales	100	Siphoviridae	100
NODE_430_length_4698_cov_3.516476	Caudovirales	100	Myoviridae	100
NODE_431_length_3184_cov_1.871844	Caudovirales	100	Unassigned	100
NODE_431_length_3789_cov_2.153723	Caudovirales	100	Podoviridae	100
NODE_432_length_4302_cov_21.234518	Caudovirales	100	Unassigned	NA
NODE_432_length_4951_cov_2.217116	Caudovirales	100	Siphoviridae	66.66666667
NODE_433_length_3159_cov_1.630155	Caudovirales	100	Unassigned	NA
NODE_433_length_4286_cov_3.221933	Caudovirales	100	Siphoviridae	100
NODE_434_length_4671_cov_2.527730	Caudovirales	100	Siphoviridae	100
NODE_434_length_4906_cov_1.815502	Caudovirales	100	Siphoviridae	100
NODE_435_length_4259_cov_3.152236	Caudovirales	100	Siphoviridae	100
NODE_435_length_4652_cov_198.226017	no_order_Microviridae	100	Microviridae	100
NODE_436_length_3141_cov_3.430331	Caudovirales	100	Siphoviridae	66.66666667
NODE_437_length_4646_cov_1.728164	Caudovirales	100	Siphoviridae	100
NODE_44_length_11979_cov_3.618081	Caudovirales	100	Unassigned	NA
NODE_44_length_12808_cov_47.994825	Caudovirales	50	Siphoviridae	44.44444444
NODE_44_length_13910_cov_3.351570	Caudovirales	50	Siphoviridae	44.44444444
NODE_44_length_27445_cov_5.378131	Caudovirales	100	Siphoviridae	88.88888889
NODE_44_length_30010_cov_7.952295	Caudovirales	100	Siphoviridae	80
NODE_44_length_30436_cov_7.486422	Caudovirales	100	Siphoviridae	80
NODE_44_length_33496_cov_5.546305	Caudovirales	50	Siphoviridae	44.44444444
NODE_44_length_36060_cov_186.741564	Caudovirales	100	Siphoviridae	75
NODE_44_length_37240_cov_4.674976	Caudovirales	50	Siphoviridae	50
NODE_44_length_45313_cov_24.797539	Caudovirales	50	Siphoviridae	66.66666667
NODE_44_length_45871_cov_5.078160	Caudovirales	50	Siphoviridae	88.88888889
NODE_44_length_6229_cov_2.106252	Caudovirales	100	Myoviridae	50
NODE_440_length_3088_cov_1.892845	Caudovirales	100	Myoviridae	100
NODE_440_length_4243_cov_2.492359	Caudovirales	100	Siphoviridae	66.66666667
NODE_440_length_4851_cov_2.153878	Caudovirales	100	Unassigned	NA
NODE_441_length_2717_cov_1.886927	Caudovirales	100	Podoviridae	100
NODE_441_length_3086_cov_2.454306	Caudovirales	100	Myoviridae	50
NODE_441_length_4222_cov_4.121670	Caudovirales	100	Unassigned	NA
NODE_441_length_4829_cov_2.113741	Caudovirales	100	Siphoviridae	100
NODE_443_length_4597_cov_2.337517	Caudovirales	100	Myoviridae	100
NODE_443_length_4809_cov_3.473075	Caudovirales	100	Unassigned	100
NODE_445_length_4806_cov_1.601558	Caudovirales	100	Siphoviridae	100
NODE_446_length_3078_cov_1.849156	Caudovirales	100	Siphoviridae	100
NODE_446_length_4801_cov_7.955120	Caudovirales	100	Siphoviridae	75
NODE_447_length_3069_cov_2.460518	Caudovirales	100	Siphoviridae	66.66666667
NODE_448_length_3063_cov_1.726396	Caudovirales	100	Unassigned	NA
NODE_449_length_2677_cov_1.632723	Caudovirales	100	Myoviridae	50
NODE_449_length_3058_cov_1.800200	Caudovirales	100	Siphoviridae	100
NODE_449_length_4762_cov_3.972806	Caudovirales	100	Unassigned	NA
NODE_45_length_11338_cov_3.033856	Caudovirales	100	Unassigned	NA
NODE_45_length_12022_cov_2.601237	Caudovirales	100	Siphoviridae	60
NODE_45_length_17909_cov_3.234513	Caudovirales	100	Siphoviridae	100
NODE_45_length_22047_cov_3.958940	Caudovirales	100	Siphoviridae	100
NODE_45_length_29038_cov_7.973674	Caudovirales	100	Siphoviridae	72.72727273
NODE_45_length_29051_cov_4.288419	Caudovirales	100	Myoviridae	50
NODE_45_length_35947_cov_5.704391	Caudovirales	50	Unassigned	33.33333333
NODE_45_length_36687_cov_114.708834	Caudovirales	100	Podoviridae	50
NODE_45_length_40665_cov_4.748239	Caudovirales	100	Siphoviridae	89.47368421
NODE_45_length_44530_cov_6.085261	Caudovirales	100	Siphoviridae	61.53846154
NODE_450_length_4760_cov_14.138789	Caudovirales	100	Siphoviridae	100
NODE_451_length_3052_cov_3.788121	Caudovirales	100	Siphoviridae	100
NODE_451_length_4118_cov_25.130199	Caudovirales	100	Siphoviridae	100
NODE_452_length_2670_cov_2.429446	Caudovirales	100	Siphoviridae	66.66666667
NODE_452_length_4721_cov_3.332190	no_order_Phycodnaviridae	100	Phycodnaviridae	100
NODE_453_length_3051_cov_1.453271	Caudovirales	100	Unassigned	100
NODE_453_length_3640_cov_2.428173	Caudovirales	100	Podoviridae	100
NODE_454_length_3039_cov_6.040885	Caudovirales	100	Siphoviridae	100
NODE_454_length_4086_cov_3.667576	Caudovirales	100	Siphoviridae	100
